mesh name,type,free boundary,flipping order,flip iteration,flips / start iterations,energy,time,hop
fig7.obj,2,0,heuristic,4,0,10.6823,10642,-1
fig7.obj,3,0,edge order,0,-1,4.39911,-1,-1
fig7.obj,3,0,edge order,1,758,4.3991,10291,-1
fig7.obj,3,0,edge order,2,15,4.3991,10302,-1
fig7.obj,3,0,edge order,3,1,4.3991,10326,-1
fig7.obj,3,0,edge order,4,0,4.3991,10328,-1
fig7.obj,3,0,greedy,0,-1,4.39911,-1,-1
fig7.obj,3,0,greedy,1,747,4.3991,10335,-1
fig7.obj,3,0,greedy,2,22,4.3991,10364,-1
fig7.obj,3,0,greedy,3,5,4.3991,10360,-1
fig7.obj,3,0,greedy,4,0,4.3991,10351,-1
fig7.obj,3,0,random,0,-1,4.39911,-1,-1
fig7.obj,3,0,random,1,762,4.3991,11008,-1
fig7.obj,3,0,random,2,12,4.3991,11044,-1
fig7.obj,3,0,random,3,0,4.3991,11065,-1
fig7.obj,3,0,heuristic,0,-1,4.39911,-1,-1
fig7.obj,3,0,heuristic,1,747,4.3991,10506,-1
fig7.obj,3,0,heuristic,2,22,4.3991,10538,-1
fig7.obj,3,0,heuristic,3,5,4.3991,10529,-1
fig7.obj,3,0,heuristic,4,0,4.3991,10504,-1
fig7.obj,4,0,edge order,0,1,5.39638,-1,1
fig7.obj,4,0,edge order,1,9219,5.39634,13408,1
fig7.obj,4,0,edge order,2,844,5.39634,13360,1
fig7.obj,4,0,edge order,3,153,5.39633,13336,1
fig7.obj,4,0,edge order,4,26,5.39633,13367,1
fig7.obj,4,0,edge order,5,2,5.39633,13366,1
fig7.obj,4,0,edge order,6,1,5.39633,13353,1
fig7.obj,4,0,edge order,7,0,5.39633,13363,1
fig7.obj,4,0,greedy,0,1,5.39638,-1,1
fig7.obj,4,0,greedy,1,8699,5.39635,13681,1
fig7.obj,4,0,greedy,2,947,5.39634,13479,1
fig7.obj,4,0,greedy,3,379,5.39634,13441,1
fig7.obj,4,0,greedy,4,169,5.39634,13447,1
fig7.obj,4,0,greedy,5,68,5.39633,13405,1
fig7.obj,4,0,greedy,6,27,5.39633,13420,1
fig7.obj,4,0,greedy,7,13,5.39633,13408,1
fig7.obj,4,0,greedy,8,1,5.39633,13416,1
fig7.obj,4,0,greedy,9,0,5.39633,13407,1
fig7.obj,4,0,random,0,1,5.39638,-1,1
fig7.obj,4,0,random,1,9246,5.39634,14208,1
fig7.obj,4,0,random,2,754,5.39634,14142,1
fig7.obj,4,0,random,3,190,5.39634,14160,1
fig7.obj,4,0,random,4,37,5.39634,14141,1
fig7.obj,4,0,random,5,8,5.39634,14180,1
fig7.obj,4,0,random,6,1,5.39634,14147,1
fig7.obj,4,0,random,7,0,5.39634,14157,1
fig7.obj,4,0,heuristic,0,1,5.39638,-1,1
fig7.obj,4,0,heuristic,1,8699,5.39635,13825,1
fig7.obj,4,0,heuristic,2,947,5.39634,13609,1
fig7.obj,4,0,heuristic,3,379,5.39634,13566,1
fig7.obj,4,0,heuristic,4,169,5.39634,13562,1
fig7.obj,4,0,heuristic,5,68,5.39633,13581,1
fig7.obj,4,0,heuristic,6,27,5.39633,13571,1
fig7.obj,4,0,heuristic,7,13,5.39633,13582,1
fig7.obj,4,0,heuristic,8,1,5.39633,13616,1
fig7.obj,4,0,heuristic,9,0,5.39633,13584,1
fig7.obj,4,0,edge order,0,3,5.3934,-1,3
fig7.obj,4,0,edge order,1,6962,5.39337,13337,3
fig7.obj,4,0,edge order,2,142,5.39337,13347,3
fig7.obj,4,0,edge order,3,3,5.39337,13353,3
fig7.obj,4,0,edge order,4,0,5.39337,13367,3
fig7.obj,4,0,greedy,0,3,5.3934,-1,3
fig7.obj,4,0,greedy,1,6837,5.39338,13591,3
fig7.obj,4,0,greedy,2,214,5.39337,13408,3
fig7.obj,4,0,greedy,3,40,5.39337,13417,3
fig7.obj,4,0,greedy,4,9,5.39337,13388,3
fig7.obj,4,0,greedy,5,2,5.39337,13387,3
fig7.obj,4,0,greedy,6,1,5.39337,13404,3
fig7.obj,4,0,greedy,7,0,5.39337,13392,3
fig7.obj,4,0,random,0,3,5.3934,-1,3
fig7.obj,4,0,random,1,6951,5.39337,14147,3
fig7.obj,4,0,random,2,113,5.39337,14142,3
fig7.obj,4,0,random,3,12,5.39337,14149,3
fig7.obj,4,0,random,4,0,5.39337,14121,3
fig7.obj,4,0,heuristic,0,3,5.3934,-1,3
fig7.obj,4,0,heuristic,1,6837,5.39338,13769,3
fig7.obj,4,0,heuristic,2,214,5.39337,13559,3
fig7.obj,4,0,heuristic,3,40,5.39337,13572,3
fig7.obj,4,0,heuristic,4,9,5.39337,13574,3
fig7.obj,4,0,heuristic,5,2,5.39337,13570,3
fig7.obj,4,0,heuristic,6,1,5.39337,13570,3
fig7.obj,4,0,heuristic,7,0,5.39337,13559,3
fig7.obj,4,0,edge order,0,10,5.39327,-1,10
fig7.obj,4,0,edge order,1,6342,5.39325,13321,10
fig7.obj,4,0,edge order,2,71,5.39325,13304,10
fig7.obj,4,0,edge order,3,0,5.39325,13323,10
fig7.obj,4,0,greedy,0,10,5.39327,-1,10
fig7.obj,4,0,greedy,1,6275,5.39325,13564,10
fig7.obj,4,0,greedy,2,116,5.39325,13376,10
fig7.obj,4,0,greedy,3,20,5.39325,13385,10
fig7.obj,4,0,greedy,4,1,5.39325,13392,10
fig7.obj,4,0,greedy,5,0,5.39325,13394,10
fig7.obj,4,0,random,0,10,5.39327,-1,10
fig7.obj,4,0,random,1,6347,5.39325,14164,10
fig7.obj,4,0,random,2,60,5.39325,14117,10
fig7.obj,4,0,random,3,4,5.39325,14154,10
fig7.obj,4,0,random,4,0,5.39325,14119,10
fig7.obj,4,0,heuristic,0,10,5.39327,-1,10
fig7.obj,4,0,heuristic,1,6275,5.39325,13701,10
fig7.obj,4,0,heuristic,2,116,5.39325,13581,10
fig7.obj,4,0,heuristic,3,20,5.39325,13563,10
fig7.obj,4,0,heuristic,4,1,5.39325,13586,10
fig7.obj,4,0,heuristic,5,0,5.39325,13586,10
fig7.obj,4,1,edge order,0,1,0.0747425,-1,1
fig7.obj,4,1,edge order,1,9744,0.0747373,13506,1
fig7.obj,4,1,edge order,2,38,0.0747373,13498,1
fig7.obj,4,1,edge order,3,1,0.0747373,13510,1
fig7.obj,4,1,edge order,4,0,0.0747373,13484,1
fig7.obj,4,1,greedy,0,1,0.0747425,-1,1
fig7.obj,4,1,greedy,1,9711,0.0747373,13790,1
fig7.obj,4,1,greedy,2,56,0.0747373,13522,1
fig7.obj,4,1,greedy,3,13,0.0747373,13550,1
fig7.obj,4,1,greedy,4,2,0.0747373,13545,1
fig7.obj,4,1,greedy,5,0,0.0747373,13566,1
fig7.obj,4,1,random,0,1,0.0747425,-1,1
fig7.obj,4,1,random,1,9749,0.0747373,14326,1
fig7.obj,4,1,random,2,26,0.0747373,14267,1
fig7.obj,4,1,random,3,2,0.0747373,14279,1
fig7.obj,4,1,random,4,0,0.0747373,14265,1
fig7.obj,4,1,heuristic,0,1,0.0747425,-1,1
fig7.obj,4,1,heuristic,1,9711,0.0747373,13971,1
fig7.obj,4,1,heuristic,2,56,0.0747373,13724,1
fig7.obj,4,1,heuristic,3,13,0.0747373,13712,1
fig7.obj,4,1,heuristic,4,2,0.0747373,13730,1
fig7.obj,4,1,heuristic,5,0,0.0747373,13715,1
fig7.obj,4,1,edge order,0,3,0.0589891,-1,3
fig7.obj,4,1,edge order,1,8795,0.0589864,13498,3
fig7.obj,4,1,edge order,2,27,0.0589864,13525,3
fig7.obj,4,1,edge order,3,0,0.0589864,13498,3
fig7.obj,4,1,greedy,0,3,0.0589891,-1,3
fig7.obj,4,1,greedy,1,8756,0.0589865,13798,3
fig7.obj,4,1,greedy,2,53,0.0589864,13558,3
fig7.obj,4,1,greedy,3,11,0.0589864,13574,3
fig7.obj,4,1,greedy,4,2,0.0589864,13593,3
fig7.obj,4,1,greedy,5,0,0.0589864,13578,3
fig7.obj,4,1,random,0,3,0.0589891,-1,3
fig7.obj,4,1,random,1,8793,0.0589864,14310,3
fig7.obj,4,1,random,2,28,0.0589864,14329,3
fig7.obj,4,1,random,3,1,0.0589864,14347,3
fig7.obj,4,1,random,4,0,0.0589864,14317,3
fig7.obj,4,1,heuristic,0,3,0.0589891,-1,3
fig7.obj,4,1,heuristic,1,8756,0.0589865,13953,3
fig7.obj,4,1,heuristic,2,53,0.0589864,13735,3
fig7.obj,4,1,heuristic,3,11,0.0589864,13734,3
fig7.obj,4,1,heuristic,4,2,0.0589864,13728,3
fig7.obj,4,1,heuristic,5,0,0.0589864,13761,3
fig7.obj,4,1,edge order,0,10,0.0491106,-1,10
fig7.obj,4,1,edge order,1,8500,0.0491015,13507,10
fig7.obj,4,1,edge order,2,44,0.049101,13523,10
fig7.obj,4,1,edge order,3,2,0.0491008,13472,10
fig7.obj,4,1,edge order,4,1,0.0491008,13501,10
fig7.obj,4,1,edge order,5,0,0.0491008,13536,10
fig7.obj,4,1,greedy,0,10,0.0491106,-1,10
fig7.obj,4,1,greedy,1,8452,0.0491021,13755,10
fig7.obj,4,1,greedy,2,72,0.0491011,13565,10
fig7.obj,4,1,greedy,3,20,0.0491007,13549,10
fig7.obj,4,1,greedy,4,4,0.0491007,13580,10
fig7.obj,4,1,greedy,5,0,0.0491007,13566,10
fig7.obj,4,1,random,0,10,0.0491106,-1,10
fig7.obj,4,1,random,1,8494,0.0491012,14372,10
fig7.obj,4,1,random,2,47,0.0491009,14328,10
fig7.obj,4,1,random,3,0,0.0491009,14308,10
fig7.obj,4,1,heuristic,0,10,0.0491106,-1,10
fig7.obj,4,1,heuristic,1,8452,0.0491021,13923,10
fig7.obj,4,1,heuristic,2,72,0.0491011,13754,10
fig7.obj,4,1,heuristic,3,20,0.0491007,13748,10
fig7.obj,4,1,heuristic,4,4,0.0491007,13747,10
fig7.obj,4,1,heuristic,5,0,0.0491007,13732,10
fig7.obj,3,1,edge order,0,-1,0.737367,-1,-1
fig7.obj,3,1,edge order,1,728,0.737367,10004,-1
fig7.obj,3,1,edge order,2,14,0.737367,10024,-1
fig7.obj,3,1,edge order,3,1,0.737367,10020,-1
fig7.obj,3,1,edge order,4,0,0.737367,10024,-1
fig7.obj,3,1,greedy,0,-1,0.737367,-1,-1
fig7.obj,3,1,greedy,1,717,0.737367,10089,-1
fig7.obj,3,1,greedy,2,21,0.737367,10068,-1
fig7.obj,3,1,greedy,3,5,0.737367,10058,-1
fig7.obj,3,1,greedy,4,0,0.737367,10076,-1
fig7.obj,3,1,random,0,-1,0.737367,-1,-1
fig7.obj,3,1,random,1,729,0.737367,10843,-1
fig7.obj,3,1,random,2,13,0.737367,10809,-1
fig7.obj,3,1,random,3,0,0.737367,10826,-1
fig7.obj,3,1,heuristic,0,-1,0.737367,-1,-1
fig7.obj,3,1,heuristic,1,717,0.737367,10214,-1
fig7.obj,3,1,heuristic,2,21,0.737367,10249,-1
fig7.obj,3,1,heuristic,3,5,0.737367,10219,-1
fig7.obj,3,1,heuristic,4,0,0.737367,10246,-1
fig15.obj,2,0,edge order,0,-1,6.30999,-1,-1
fig15.obj,2,0,edge order,1,27480,6.30747,2910,-1
fig15.obj,2,0,edge order,2,6627,6.30703,3068,-1
fig15.obj,2,0,edge order,3,871,6.30697,3099,-1
fig15.obj,2,0,edge order,4,76,6.30696,3109,-1
fig15.obj,2,0,edge order,5,4,6.30696,3108,-1
fig15.obj,2,0,edge order,6,1,6.30696,3109,-1
fig15.obj,2,0,edge order,7,0,6.30696,3108,-1
fig15.obj,2,0,greedy,0,-1,6.30999,-1,-1
fig15.obj,2,0,greedy,1,21343,6.30808,3165,-1
fig15.obj,2,0,greedy,2,8857,6.30741,3123,-1
fig15.obj,2,0,greedy,3,3453,6.30715,3118,-1
fig15.obj,2,0,greedy,4,1066,6.30702,3131,-1
fig15.obj,2,0,greedy,5,337,6.30697,3130,-1
fig15.obj,2,0,greedy,6,99,6.30697,3131,-1
fig15.obj,2,0,greedy,7,24,6.30696,3133,-1
fig15.obj,2,0,greedy,8,5,6.30696,3117,-1
fig15.obj,2,0,greedy,9,3,6.30696,3139,-1
fig15.obj,2,0,greedy,10,0,6.30696,3135,-1
fig15.obj,2,0,random,0,-1,6.30999,-1,-1
fig15.obj,2,0,random,1,27478,6.30751,3079,-1
fig15.obj,2,0,random,2,6537,6.30709,3206,-1
fig15.obj,2,0,random,3,977,6.30698,3241,-1
fig15.obj,2,0,random,4,100,6.30696,3245,-1
fig15.obj,2,0,random,5,9,6.30696,3249,-1
fig15.obj,2,0,random,6,1,6.30696,3249,-1
fig15.obj,2,0,random,7,0,6.30696,3248,-1
fig15.obj,2,0,heuristic,0,-1,6.30999,-1,-1
fig15.obj,2,0,heuristic,1,21343,6.30808,3223,-1
fig15.obj,2,0,heuristic,2,8857,6.30741,3165,-1
fig15.obj,2,0,heuristic,3,3453,6.30715,3171,-1
fig15.obj,2,0,heuristic,4,1066,6.30702,3189,-1
fig15.obj,2,0,heuristic,5,337,6.30697,3178,-1
fig15.obj,2,0,heuristic,6,99,6.30697,3195,-1
fig15.obj,2,0,heuristic,7,24,6.30696,3184,-1
fig15.obj,2,0,heuristic,8,5,6.30696,3178,-1
fig15.obj,2,0,heuristic,9,3,6.30696,3178,-1
fig15.obj,2,0,heuristic,10,0,6.30696,3174,-1
fig15.obj,3,0,edge order,0,-1,0.0273041,-1,-1
fig15.obj,3,0,edge order,1,27964,0.0247897,2883,-1
fig15.obj,3,0,edge order,2,6876,0.024344,3039,-1
fig15.obj,3,0,edge order,3,913,0.0242838,3078,-1
fig15.obj,3,0,edge order,4,80,0.0242781,3085,-1
fig15.obj,3,0,edge order,5,4,0.0242779,3083,-1
fig15.obj,3,0,edge order,6,1,0.0242774,3081,-1
fig15.obj,3,0,edge order,7,0,0.0242774,3085,-1
fig15.obj,3,0,greedy,0,-1,0.0273041,-1,-1
fig15.obj,3,0,greedy,1,21656,0.0254021,3143,-1
fig15.obj,3,0,greedy,2,9058,0.0247316,3096,-1
fig15.obj,3,0,greedy,3,3616,0.0244663,3091,-1
fig15.obj,3,0,greedy,4,1117,0.0243359,3113,-1
fig15.obj,3,0,greedy,5,374,0.0242895,3105,-1
fig15.obj,3,0,greedy,6,110,0.0242837,3118,-1
fig15.obj,3,0,greedy,7,26,0.0242791,3105,-1
fig15.obj,3,0,greedy,8,5,0.0242777,3104,-1
fig15.obj,3,0,greedy,9,3,0.0242774,3103,-1
fig15.obj,3,0,greedy,10,0,0.0242774,3105,-1
fig15.obj,3,0,random,0,-1,0.0273041,-1,-1
fig15.obj,3,0,random,1,27978,0.0247456,3058,-1
fig15.obj,3,0,random,2,6797,0.0243314,3193,-1
fig15.obj,3,0,random,3,985,0.024281,3223,-1
fig15.obj,3,0,random,4,93,0.0242779,3237,-1
fig15.obj,3,0,random,5,6,0.0242774,3237,-1
fig15.obj,3,0,random,6,0,0.0242774,3229,-1
fig15.obj,3,0,heuristic,0,-1,0.0273041,-1,-1
fig15.obj,3,0,heuristic,1,21656,0.0254021,3200,-1
fig15.obj,3,0,heuristic,2,9058,0.0247316,3163,-1
fig15.obj,3,0,heuristic,3,3616,0.0244663,3167,-1
fig15.obj,3,0,heuristic,4,1117,0.0243359,3148,-1
fig15.obj,3,0,heuristic,5,374,0.0242895,3155,-1
fig15.obj,3,0,heuristic,6,110,0.0242837,3156,-1
fig15.obj,3,0,heuristic,7,26,0.0242791,3161,-1
fig15.obj,3,0,heuristic,8,5,0.0242777,3163,-1
fig15.obj,3,0,heuristic,9,3,0.0242774,3162,-1
fig15.obj,3,0,heuristic,10,0,0.0242774,3160,-1
fig15.obj,4,0,edge order,0,1,2.9069,-1,1
fig15.obj,4,0,edge order,1,26714,2.90487,3827,1
fig15.obj,4,0,edge order,2,6412,2.90457,3962,1
fig15.obj,4,0,edge order,3,853,2.90453,3986,1
fig15.obj,4,0,edge order,4,76,2.90452,3995,1
fig15.obj,4,0,edge order,5,10,2.90452,3996,1
fig15.obj,4,0,edge order,6,1,2.90452,3998,1
fig15.obj,4,0,edge order,7,0,2.90452,3998,1
fig15.obj,4,0,greedy,0,1,2.9069,-1,1
fig15.obj,4,0,greedy,1,21091,2.90535,4140,1
fig15.obj,4,0,greedy,2,8332,2.90485,4036,1
fig15.obj,4,0,greedy,3,3241,2.90463,4020,1
fig15.obj,4,0,greedy,4,1011,2.90455,4029,1
fig15.obj,4,0,greedy,5,319,2.90453,4043,1
fig15.obj,4,0,greedy,6,88,2.90452,4021,1
fig15.obj,4,0,greedy,7,21,2.90452,4012,1
fig15.obj,4,0,greedy,8,10,2.90452,4016,1
fig15.obj,4,0,greedy,9,0,2.90452,4024,1
fig15.obj,4,0,random,0,1,2.9069,-1,1
fig15.obj,4,0,random,1,26771,2.90495,4023,1
fig15.obj,4,0,random,2,6180,2.90458,4120,1
fig15.obj,4,0,random,3,982,2.90453,4149,1
fig15.obj,4,0,random,4,117,2.90452,4148,1
fig15.obj,4,0,random,5,8,2.90452,4147,1
fig15.obj,4,0,random,6,2,2.90452,4164,1
fig15.obj,4,0,random,7,0,2.90452,4166,1
fig15.obj,4,0,heuristic,0,1,2.9069,-1,1
fig15.obj,4,0,heuristic,1,21091,2.90535,4173,1
fig15.obj,4,0,heuristic,2,8332,2.90485,4079,1
fig15.obj,4,0,heuristic,3,3241,2.90463,4080,1
fig15.obj,4,0,heuristic,4,1011,2.90455,4083,1
fig15.obj,4,0,heuristic,5,319,2.90453,4071,1
fig15.obj,4,0,heuristic,6,88,2.90452,4080,1
fig15.obj,4,0,heuristic,7,21,2.90452,4080,1
fig15.obj,4,0,heuristic,8,10,2.90452,4076,1
fig15.obj,4,0,heuristic,9,0,2.90452,4083,1
fig15.obj,4,0,edge order,0,3,2.90685,-1,3
fig15.obj,4,0,edge order,1,26351,2.90487,3816,3
fig15.obj,4,0,edge order,2,6278,2.90456,3960,3
fig15.obj,4,0,edge order,3,856,2.90452,3994,3
fig15.obj,4,0,edge order,4,76,2.90452,4000,3
fig15.obj,4,0,edge order,5,9,2.90452,4006,3
fig15.obj,4,0,edge order,6,1,2.90452,3995,3
fig15.obj,4,0,edge order,7,0,2.90452,3991,3
fig15.obj,4,0,greedy,0,3,2.90685,-1,3
fig15.obj,4,0,greedy,1,20855,2.90533,4125,3
fig15.obj,4,0,greedy,2,8182,2.90484,4025,3
fig15.obj,4,0,greedy,3,3171,2.90463,4012,3
fig15.obj,4,0,greedy,4,992,2.90455,4021,3
fig15.obj,4,0,greedy,5,324,2.90452,4021,3
fig15.obj,4,0,greedy,6,104,2.90452,4027,3
fig15.obj,4,0,greedy,7,25,2.90452,4021,3
fig15.obj,4,0,greedy,8,10,2.90452,4023,3
fig15.obj,4,0,greedy,9,0,2.90452,4020,3
fig15.obj,4,0,random,0,3,2.90685,-1,3
fig15.obj,4,0,random,1,26400,2.90489,4025,3
fig15.obj,4,0,random,2,6079,2.90458,4117,3
fig15.obj,4,0,random,3,948,2.90452,4151,3
fig15.obj,4,0,random,4,134,2.90452,4151,3
fig15.obj,4,0,random,5,12,2.90452,4147,3
fig15.obj,4,0,random,6,2,2.90452,4153,3
fig15.obj,4,0,random,7,0,2.90452,4156,3
fig15.obj,4,0,heuristic,0,3,2.90685,-1,3
fig15.obj,4,0,heuristic,1,20855,2.90533,4175,3
fig15.obj,4,0,heuristic,2,8182,2.90484,4080,3
fig15.obj,4,0,heuristic,3,3171,2.90463,4066,3
fig15.obj,4,0,heuristic,4,992,2.90455,4072,3
fig15.obj,4,0,heuristic,5,324,2.90452,4077,3
fig15.obj,4,0,heuristic,6,104,2.90452,4081,3
fig15.obj,4,0,heuristic,7,25,2.90452,4078,3
fig15.obj,4,0,heuristic,8,10,2.90452,4072,3
fig15.obj,4,0,heuristic,9,0,2.90452,4071,3
fig15.obj,4,0,edge order,0,10,2.90685,-1,10
fig15.obj,4,0,edge order,1,26052,2.90487,3814,10
fig15.obj,4,0,edge order,2,6151,2.90456,3949,10
fig15.obj,4,0,edge order,3,848,2.90452,3977,10
fig15.obj,4,0,edge order,4,85,2.90452,3982,10
fig15.obj,4,0,edge order,5,12,2.90452,3995,10
fig15.obj,4,0,edge order,6,1,2.90452,3990,10
fig15.obj,4,0,edge order,7,0,2.90452,3988,10
fig15.obj,4,0,greedy,0,10,2.90685,-1,10
fig15.obj,4,0,greedy,1,20649,2.90533,4119,10
fig15.obj,4,0,greedy,2,8038,2.90484,4026,10
fig15.obj,4,0,greedy,3,3117,2.90463,4012,10
fig15.obj,4,0,greedy,4,970,2.90455,4020,10
fig15.obj,4,0,greedy,5,313,2.90453,4012,10
fig15.obj,4,0,greedy,6,101,2.90452,4013,10
fig15.obj,4,0,greedy,7,27,2.90452,4012,10
fig15.obj,4,0,greedy,8,13,2.90452,4017,10
fig15.obj,4,0,greedy,9,0,2.90452,4014,10
fig15.obj,4,0,random,0,10,2.90685,-1,10
fig15.obj,4,0,random,1,26169,2.90487,4013,10
fig15.obj,4,0,random,2,5886,2.90458,4129,10
fig15.obj,4,0,random,3,944,2.90454,4157,10
fig15.obj,4,0,random,4,118,2.90452,4158,10
fig15.obj,4,0,random,5,11,2.90452,4162,10
fig15.obj,4,0,random,6,0,2.90452,4152,10
fig15.obj,4,0,heuristic,0,10,2.90685,-1,10
fig15.obj,4,0,heuristic,1,20649,2.90533,4176,10
fig15.obj,4,0,heuristic,2,8038,2.90484,4088,10
fig15.obj,4,0,heuristic,3,3117,2.90463,4072,10
fig15.obj,4,0,heuristic,4,970,2.90455,4078,10
fig15.obj,4,0,heuristic,5,313,2.90453,4068,10
fig15.obj,4,0,heuristic,6,101,2.90452,4078,10
fig15.obj,4,0,heuristic,7,27,2.90452,4076,10
fig15.obj,4,0,heuristic,8,13,2.90452,4070,10
fig15.obj,4,0,heuristic,9,0,2.90452,4069,10
fig15.obj,4,1,edge order,0,1,0.530243,-1,1
fig15.obj,4,1,edge order,1,27268,0.529896,3741,1
fig15.obj,4,1,edge order,2,6465,0.529849,3814,1
fig15.obj,4,1,edge order,3,986,0.529843,3817,1
fig15.obj,4,1,edge order,4,132,0.529843,3830,1
fig15.obj,4,1,edge order,5,9,0.529843,3843,1
fig15.obj,4,1,edge order,6,1,0.529843,3839,1
fig15.obj,4,1,edge order,7,0,0.529843,3832,1
fig15.obj,4,1,greedy,0,1,0.530243,-1,1
fig15.obj,4,1,greedy,1,21727,0.529965,4092,1
fig15.obj,4,1,greedy,2,8256,0.529882,3900,1
fig15.obj,4,1,greedy,3,3284,0.529856,3869,1
fig15.obj,4,1,greedy,4,1144,0.529847,3860,1
fig15.obj,4,1,greedy,5,339,0.529844,3852,1
fig15.obj,4,1,greedy,6,114,0.529843,3850,1
fig15.obj,4,1,greedy,7,42,0.529843,3848,1
fig15.obj,4,1,greedy,8,14,0.529843,3845,1
fig15.obj,4,1,greedy,9,3,0.529843,3851,1
fig15.obj,4,1,greedy,10,0,0.529843,3849,1
fig15.obj,4,1,random,0,1,0.530243,-1,1
fig15.obj,4,1,random,1,27163,0.529901,3914,1
fig15.obj,4,1,random,2,6449,0.529851,3968,1
fig15.obj,4,1,random,3,1108,0.529844,4004,1
fig15.obj,4,1,random,4,144,0.529843,3986,1
fig15.obj,4,1,random,5,20,0.529843,3987,1
fig15.obj,4,1,random,6,2,0.529843,3985,1
fig15.obj,4,1,random,7,0,0.529843,3997,1
fig15.obj,4,1,heuristic,0,1,0.530243,-1,1
fig15.obj,4,1,heuristic,1,21727,0.529965,4150,1
fig15.obj,4,1,heuristic,2,8256,0.529882,3966,1
fig15.obj,4,1,heuristic,3,3284,0.529856,3919,1
fig15.obj,4,1,heuristic,4,1144,0.529847,3910,1
fig15.obj,4,1,heuristic,5,339,0.529844,3913,1
fig15.obj,4,1,heuristic,6,114,0.529843,3912,1
fig15.obj,4,1,heuristic,7,42,0.529843,3934,1
fig15.obj,4,1,heuristic,8,14,0.529843,3907,1
fig15.obj,4,1,heuristic,9,3,0.529843,3909,1
fig15.obj,4,1,heuristic,10,0,0.529843,3903,1
fig15.obj,4,1,edge order,0,3,0.5301,-1,3
fig15.obj,4,1,edge order,1,25654,0.529807,3746,3
fig15.obj,4,1,edge order,2,5867,0.529768,3809,3
fig15.obj,4,1,edge order,3,875,0.529763,3828,3
fig15.obj,4,1,edge order,4,104,0.529762,3830,3
fig15.obj,4,1,edge order,5,10,0.529762,3832,3
fig15.obj,4,1,edge order,6,2,0.529762,3827,3
fig15.obj,4,1,edge order,7,0,0.529762,3838,3
fig15.obj,4,1,greedy,0,3,0.5301,-1,3
fig15.obj,4,1,greedy,1,20637,0.529863,4095,3
fig15.obj,4,1,greedy,2,7536,0.529795,3907,3
fig15.obj,4,1,greedy,3,2961,0.529773,3865,3
fig15.obj,4,1,greedy,4,963,0.529766,3872,3
fig15.obj,4,1,greedy,5,303,0.529764,3855,3
fig15.obj,4,1,greedy,6,96,0.529763,3845,3
fig15.obj,4,1,greedy,7,36,0.529762,3841,3
fig15.obj,4,1,greedy,8,10,0.529762,3842,3
fig15.obj,4,1,greedy,9,1,0.529762,3840,3
fig15.obj,4,1,greedy,10,0,0.529762,3842,3
fig15.obj,4,1,random,0,3,0.5301,-1,3
fig15.obj,4,1,random,1,25752,0.529805,3921,3
fig15.obj,4,1,random,2,5618,0.529767,3957,3
fig15.obj,4,1,random,3,981,0.529763,3971,3
fig15.obj,4,1,random,4,134,0.529762,3966,3
fig15.obj,4,1,random,5,12,0.529762,3976,3
fig15.obj,4,1,random,6,2,0.529762,3973,3
fig15.obj,4,1,random,7,0,0.529762,3984,3
fig15.obj,4,1,heuristic,0,3,0.5301,-1,3
fig15.obj,4,1,heuristic,1,20637,0.529863,4158,3
fig15.obj,4,1,heuristic,2,7536,0.529795,3973,3
fig15.obj,4,1,heuristic,3,2961,0.529773,3929,3
fig15.obj,4,1,heuristic,4,963,0.529766,3917,3
fig15.obj,4,1,heuristic,5,303,0.529764,3914,3
fig15.obj,4,1,heuristic,6,96,0.529763,3912,3
fig15.obj,4,1,heuristic,7,36,0.529762,3904,3
fig15.obj,4,1,heuristic,8,10,0.529762,3899,3
fig15.obj,4,1,heuristic,9,1,0.529762,3900,3
fig15.obj,4,1,heuristic,10,0,0.529762,3932,3
fig15.obj,4,1,edge order,0,10,0.530071,-1,10
fig15.obj,4,1,edge order,1,24063,0.529799,3747,10
fig15.obj,4,1,edge order,2,5329,0.529762,3803,10
fig15.obj,4,1,edge order,3,757,0.529757,3810,10
fig15.obj,4,1,edge order,4,77,0.529757,3812,10
fig15.obj,4,1,edge order,5,9,0.529757,3822,10
fig15.obj,4,1,edge order,6,1,0.529757,3836,10
fig15.obj,4,1,edge order,7,0,0.529757,3807,10
fig15.obj,4,1,greedy,0,10,0.530071,-1,10
fig15.obj,4,1,greedy,1,19504,0.529852,4070,10
fig15.obj,4,1,greedy,2,6943,0.529787,3893,10
fig15.obj,4,1,greedy,3,2652,0.529767,3864,10
fig15.obj,4,1,greedy,4,834,0.52976,3859,10
fig15.obj,4,1,greedy,5,245,0.529758,3847,10
fig15.obj,4,1,greedy,6,80,0.529757,3847,10
fig15.obj,4,1,greedy,7,22,0.529757,3849,10
fig15.obj,4,1,greedy,8,9,0.529757,3850,10
fig15.obj,4,1,greedy,9,2,0.529757,3846,10
fig15.obj,4,1,greedy,10,0,0.529757,3870,10
fig15.obj,4,1,random,0,10,0.530071,-1,10
fig15.obj,4,1,random,1,23997,0.529798,3937,10
fig15.obj,4,1,random,2,5209,0.529762,3965,10
fig15.obj,4,1,random,3,856,0.529757,3971,10
fig15.obj,4,1,random,4,122,0.529756,3968,10
fig15.obj,4,1,random,5,13,0.529756,3973,10
fig15.obj,4,1,random,6,1,0.529756,3970,10
fig15.obj,4,1,random,7,0,0.529756,3971,10
